,小区名称,所在区域,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限,位置名称,总价(万),单价(元/平米),建筑类型,楼层总数
1626,四平园,二环内,1996,1室1厅1厨1卫,地下室 ,45㎡,南,简装,一梯三户,无,70年,陶然亭,460.0,102223,板楼,6
1627,牛街东里,二环内,1999,2室1厅1厨1卫,高楼层 ,74.75㎡,西南,简装,三梯十二户,有,70年,牛街,630.0,84281,塔楼,19
1628,禄长街二条,二环内,1989,2室1厅1厨1卫,中楼层 ,58.56㎡,南 北,精装,一梯三户,无,70年,陶然亭,545.0,93067,板楼,6
1629,新风南里,二至三环,1997,2室1厅1厨1卫,顶层 ,75.9㎡,南 北,简装,一梯两户,无,70年,马甸,1025.0,135047,板楼,6
1630,远见名苑,二至三环,2004,1室0厅1厨1卫,高楼层 ,57.75㎡,西,精装,四梯二十户,有,70年,广安门,508.0,87966,塔楼,24
1631,马连道北街,二至三环,1986,2室1厅1厨1卫,高楼层 ,50.43㎡,南,精装,一梯五户,无,70年,马连道,535.0,106088,板楼,6
1632,白广路6号院,二环内,1986,2室1厅1厨1卫,中楼层 ,63.73㎡,南,简装,两梯三户,有,70年,牛街,619.0,97129,板楼,14
1633,大拐棒胡同,二环内,1996,3室1厅1厨1卫,高楼层 ,72.9㎡,西,简装,一梯十六户,无,70年,西四,980.0,134431,板塔结合,6
1634,丽阳四季,二至三环,2003,2室1厅1厨1卫,中楼层 ,93.73㎡,西,精装,两梯八户,有,70年,马连道,758.0,80871,塔楼,23
1635,建功北里,二环内,1999,2室1厅1厨1卫,中楼层 ,77.54㎡,西南,简装,四梯十六户,有,70年,白纸坊,625.0,80604,板塔结合,17
1636,南线阁39号院,二环内,1999,2室1厅1厨1卫,低楼层 ,87.03㎡,东 西,精装,两梯两户,有,70年,牛街,790.0,90774,板塔结合,18
1637,菜园北里,二环内,1987,2室1厅1厨1卫,底层 ,51.64㎡,南 北,简装,一梯两户,无,70年,牛街,520.0,100698,板楼,6
1638,月坛北街25号院,二至三环,1999,2室1厅1厨1卫,高楼层 ,103.1㎡,南 北,简装,一梯两户,无,70年,月坛,1380.0,133851,板楼,6
1639,建功北里,二环内,1996,2室1厅1厨1卫,顶层 ,73.1㎡,西北,简装,一梯三户,无,70年,白纸坊,560.0,76608,板楼,6
1640,荣丰2008,二至三环,2004,1室0厅1厨1卫,低楼层 ,21.81㎡,北,精装,四梯三十九户,有,70年,广安门,345.0,158185,塔楼,20
1641,教场口9号院,二至三环,2005,2室1厅1厨1卫,高楼层 ,75㎡,西南,其他,三梯十二户,有,70年,六铺炕,900.0,120000,塔楼,21
1642,牛街西里,二环内,2004,2室1厅1厨1卫,低楼层 ,73.14㎡,东南,毛坯,三梯十二户,有,70年,牛街,690.0,94340,塔楼,20
1643,马连道中里,二至三环,1998,2室1厅1厨1卫,中楼层 ,78.44㎡,东北 南,精装,两梯八户,有,70年,马连道,712.0,90771,塔楼,18
1644,车站西街15号院,二至三环,1994,2室1厅1厨1卫,地下室 ,59.61㎡,南 北,简装,一梯四户,无,70年,广安门,378.0,63413,板楼,6
1645,六铺炕一区,二至三环,1990,3室1厅1厨1卫,高楼层 ,68.1㎡,南 西 北,简装,一梯四户,无,70年,六铺炕,899.0,132012,板楼,6
1646,北滨河路2号院,二至三环,1992,2室1厅1厨1卫,底层 ,61㎡,东 西,精装,两梯九户,有,70年,木樨地,988.9,162112,塔楼,20
1647,似海怡家,二环内,2002,1室1厅1厨1卫,中楼层 ,45.77㎡,西北,其他,三梯十七户,有,70年,牛街,455.0,99411,塔楼,25
1648,远见名苑,二至三环,2004,1室0厅0厨0卫,低楼层 ,48.96㎡,北,其他,两梯十一户,有,70年,广安门,450.0,91912,塔楼,24
1649,建功南里,二环内,1996,1室1厅1厨1卫,中楼层 ,57.62㎡,东 南,简装,两梯十户,有,70年,白纸坊,518.0,89900,塔楼,16
1650,红莲南里,二至三环,1984,2室1厅1厨1卫,高楼层 ,53.8㎡,南 北,简装,一梯三户,无,70年,马连道,489.0,90893,板楼,6
1651,牛街西里,二环内,1999,2室1厅1厨1卫,高楼层 ,79.7㎡,西北,其他,三梯十二户,有,70年,牛街,640.0,80302,塔楼,19
1652,远见名苑,二至三环,2004,1室1厅1厨1卫,低楼层 ,56.53㎡,东北,其他,三梯十四户,有,70年,广安门,620.0,109677,塔楼,26
1653,北礼士路,二至三环,1997,1室1厅1厨1卫,地下室 ,40.4㎡,西南,简装,两梯六户,有,70年,官园,398.0,98515,板塔结合,14
1654,白广路二条,二环内,2000,2室2厅1厨1卫,中楼层 ,97.73㎡,西北,精装,两梯十户,有,70年,牛街,880.0,90044,塔楼,22
1655,湾子街社区,二至三环,1991,2室1厅1厨1卫,高楼层 ,58.4㎡,南 北,精装,一梯两户,无,70年,太平桥,550.0,94179,板楼,6
1656,北樱桃园17号院,二环内,2005,2室1厅1厨1卫,低楼层 ,88.46㎡,东 西,精装,一梯两户,有,70年,白纸坊,805.0,91002,板楼,14
1657,德宝新园,二至三环,1992,2室1厅1厨1卫,低楼层 ,58.4㎡,南 北,其他,一梯两户,无,70年,西直门,650.0,111302,板楼,6
1658,月坛北小街1号院,二至三环,1997,1室1厅1厨1卫,高楼层 ,60.1㎡,西北,精装,一梯三户,暂无数据,70年,月坛,670.0,111481,板塔结合,16
1659,白广路,二环内,1959,3室1厅1厨1卫,中楼层 ,98.83㎡,东 南 西,简装,一梯两户,无,70年,牛街,890.0,90054,板楼,4
1660,双旗杆东里,二至三环,1995,2室1厅1厨1卫,顶层 ,73.9㎡,东北,精装,两梯十五户,有,70年,马甸,960.0,129906,板楼,10
1661,百万庄2号院,二至三环,1962,2室1厅1厨1卫,顶层 ,70.3㎡,南 北,简装,一梯三户,暂无数据,70年,阜成门,630.0,89616,板楼,4
1662,政泰家园,二至三环,2004,2室1厅1厨1卫,低楼层 ,79.68㎡,西,精装,一梯五户,有,70年,菜户营,520.0,65262,塔楼,22
1663,西城晶华,二环内,2008,1室1厅1厨1卫,高楼层 ,75.18㎡,东,精装,两梯八户,有,70年,金融街,1175.0,156292,板塔结合,11
1664,大钱市胡同,二至三环,1987,1室1厅1厨1卫,中楼层 ,47.6㎡,南,简装,两梯十二户,有,70年,西直门,539.0,113236,板塔结合,10
1665,鸭子桥路,二至三环,1980,2室1厅1厨1卫,中楼层 ,50.54㎡,南,简装,一梯三户,无,70年,菜户营,465.0,92007,板楼,5
1666,荣丰2008,二至三环,2004,2室1厅1厨1卫,高楼层 ,33.89㎡,东南,精装,四梯三十九户,有,70年,广安门,445.0,131308,塔楼,20
1667,西城晶华,二环内,2008,1室0厅1厨1卫,中楼层 ,73.14㎡,西,精装,两梯五户,有,70年,金融街,1100.0,150397,板塔结合,11
1668,玺源台,二至三环,2013,1室1厅1厨1卫,低楼层 ,76.33㎡,南,精装,两梯七户,有,70年,广安门,800.0,104809,板楼,27
1669,双旗杆东里,二至三环,1994,3室1厅1厨1卫,中楼层 ,85.7㎡,东南 北,精装,两梯十户,有,70年,马甸,989.0,115403,塔楼,18
1670,裕中西里,三至四环,1989,3室1厅1厨1卫,中楼层 ,87.8㎡,东南 北,精装,两梯八户,有,70年,马甸,1100.0,125285,塔楼,24
1671,红山世家,二至三环,2010,2室1厅1厨1卫,高楼层 ,82.95㎡,南,精装,两梯四户,有,70年,广安门,1050.0,126583,板塔结合,25
1672,复兴门外大街,二至三环,1984,2室1厅1厨1卫,中楼层 ,69.9㎡,东 西,简装,两梯十户,有,70年,木樨地,799.0,114307,板塔结合,10
1673,恬心家园,二环内,2004,1室1厅1厨1卫,高楼层 ,49.39㎡,东南,精装,三梯十八户,有,70年,白纸坊,499.0,101033,板塔结合,18
1674,三里河二区,二至三环,1982,3室1厅1厨1卫,中楼层 ,77.9㎡,南 北,简装,一梯三户,无,70年,月坛,1040.0,133505,板楼,4
1675,铁二区,二至三环,1990,3室1厅1厨1卫,高楼层 ,78.6㎡,南 北,精装,一梯三户,无,70年,月坛,949.0,120738,板楼,6
1676,似海怡家,二环内,2002,2室1厅1厨1卫,中楼层 ,64.68㎡,西南,其他,三梯十七户,有,70年,牛街,535.0,82715,塔楼,25
1677,牛街东里,二环内,1999,2室1厅1厨1卫,低楼层 ,73.37㎡,西南,精装,三梯十二户,有,70年,牛街,638.0,86957,塔楼,20
1678,六铺炕一区,二至三环,1994,2室1厅1厨1卫,中楼层 ,71.8㎡,南,精装,一梯三户,无,70年,六铺炕,1005.0,139973,板楼,6
1679,教场口9号院,二至三环,2003,2室1厅1厨1卫,中楼层 ,77.45㎡,西南,其他,三梯十二户,有,70年,六铺炕,890.0,114913,塔楼,20
1680,远见名苑,二至三环,2006,1室1厅1厨1卫,顶层 ,49.27㎡,北,精装,三梯十一户,有,70年,广安门,500.0,101482,塔楼,25
1681,百万庄大街甲21号院,二至三环,1997,2室1厅1厨1卫,中楼层 ,77.4㎡,西北,简装,两梯六户,有,70年,阜成门,989.0,127778,塔楼,18
1682,新街口西里三区,二环内,2003,2室1厅1厨1卫,顶层 ,60.37㎡,西,简装,一梯四户,无,70年,新街口,695.0,115124,板楼,6
1683,新街口西里二区,二环内,2005,1室1厅1厨1卫,中楼层 ,61.61㎡,南,简装,一梯三户,无,70年,新街口,685.0,111184,板楼,7
1684,北樱桃园17号院,二环内,2005,3室1厅1厨1卫,中楼层 ,113.53㎡,东 西,简装,一梯两户,有,70年,白纸坊,1080.0,95130,板楼,14
1685,西便门外大街,二至三环,1995,2室1厅1厨1卫,中楼层 ,60.8㎡,南 北,精装,一梯三户,无,70年,木樨地,730.0,120066,板楼,6
1686,清芷园,二环内,2000,2室1厅1厨1卫,低楼层 ,83.59㎡,南 北,其他,一梯六户,有,70年,右安门内,920.0,110062,板塔结合,17
1687,富国里小区,二环内,1998,2室1厅1厨1卫,底层 ,64.5㎡,东 西南,简装,一梯四户,无,70年,官园,828.0,128373,板楼,5
1688,车站西街15号院,二至三环,1993,2室1厅1厨1卫,顶层 ,56.75㎡,南 北,精装,一梯两户,无,70年,广安门,495.0,87225,板楼,6
1689,后半壁街8号,二环内,1985,2室1厅1厨1卫,低楼层 ,54.5㎡,南 北,其他,一梯三户,暂无数据,70年,官园,735.0,134863,板楼,6
1690,鸭子桥路,二至三环,1996,2室1厅1厨1卫,中楼层 ,69.13㎡,南 北,简装,一梯两户,无,70年,菜户营,539.0,77970,板楼,7
1691,月坛北街25号院,二至三环,1960,1室1厅1厨1卫,中楼层 ,46.4㎡,南,简装,一梯三户,无,70年,月坛,600.0,129311,板楼,4
1692,西豪逸景,二至三环,2002,2室1厅1厨1卫,高楼层 ,76.04㎡,西,简装,三梯十三户,有,70年,广安门,659.0,86665,塔楼,28
1693,依莲轩,二至三环,2001,2室1厅1厨1卫,高楼层 ,87.75㎡,东南,精装,两梯八户,有,70年,马连道,764.0,87066,塔楼,25
1694,月坛北街25号院,二至三环,1986,2室1厅1厨1卫,高楼层 ,52.9㎡,南 北,精装,一梯四户,无,70年,月坛,790.0,149339,板楼,6
1695,畅柳园,二环内,2003,2室1厅1厨1卫,中楼层 ,83.32㎡,南,简装,一梯三户,有,70年,陶然亭,916.0,109938,板塔结合,16
1696,马连道北里,二至三环,1980,2室1厅1厨1卫,顶层 ,54.52㎡,南 北,精装,一梯三户,无,70年,马连道,475.0,87124,板楼,6
1697,小后仓,二环内,1989,2室1厅1厨1卫,顶层 ,58.5㎡,南 北,精装,一梯两户,无,70年,官园,698.0,119317,板楼,6
1698,依莲轩,二至三环,2001,3室2厅1厨2卫,低楼层 ,138.32㎡,西南 北,精装,两梯八户,有,70年,马连道,1000.0,72297,塔楼,24
1699,北营房西里,二至三环,1988,1室1厅1厨1卫,中楼层 ,45.9㎡,南,简装,一梯两户,无,70年,阜成门,556.0,121133,板楼,6
1700,复兴门北大街,二环内,1985,2室1厅1厨1卫,中楼层 ,55.4㎡,东南,精装,两梯七户,有,70年,月坛,720.0,129964,塔楼,16
1701,真武庙,二至三环,1976,3室0厅1厨1卫,低楼层 ,57.4㎡,南 北,精装,一梯三户,无,70年,木樨地,895.0,155924,板楼,6
1702,富明公寓,二环内,1999,2室2厅1厨2卫,中楼层 ,112.49㎡,东,精装,三梯十户,有,70年,牛街,925.0,82230,塔楼,25
1703,文联宿舍,二至三环,1998,2室1厅1厨1卫,中楼层 ,70㎡,东南,精装,两梯六户,有,70年,马甸,960.0,137143,塔楼,20
1704,德宝新园,二至三环,1992,2室1厅1厨1卫,低楼层 ,61.4㎡,南 北,简装,一梯十三户,无,70年,西直门,675.0,109935,板楼,7
1705,清芷园,二环内,2000,3室2厅1厨2卫,中楼层 ,162.78㎡,南 北,其他,两梯四户,有,70年,右安门内,1680.0,103207,板塔结合,17
1706,新外大街28号院,二至三环,1999,2室1厅1厨1卫,高楼层 ,78.8㎡,南 北,简装,一梯三户,有,70年,德胜门,1180.0,149747,板塔结合,8
1707,西直门外南路21号院,二至三环,1991,3室1厅1厨1卫,顶层 ,85.6㎡,南 北,简装,一梯三户,暂无数据,未知,车公庄,839.0,98015,板楼,6
1708,畅柳园,二环内,2002,2室1厅1厨1卫,低楼层 ,66.89㎡,东 南,简装,三梯十四户,有,70年,陶然亭,650.0,97175,塔楼,16
1709,南沙沟小区,二至三环,1975,2室1厅1厨1卫,高楼层 ,51.43㎡,南,简装,一梯三户,无,70年,月坛,865.0,168190,板楼,6
1710,马相西巷,二环内,1983,2室1厅1厨1卫,顶层 ,60.4㎡,东 西,精装,一梯两户,无,70年,西直门,600.0,99338,板楼,6
1711,万博苑,二环内,1999,3室2厅1厨2卫,低楼层 ,133.64㎡,西北,简装,两梯九户,有,70年,右安门内,1090.0,81563,塔楼,23
1712,小后仓,二环内,1990,2室1厅1厨1卫,底层 ,57.9㎡,南,精装,一梯五户,无,70年,官园,780.0,134716,板楼,5
1713,广安门外南街,二至三环,1982,2室1厅1厨1卫,底层 ,47.71㎡,东,精装,一梯三户,无,70年,天宁寺,560.0,117376,板楼,6
1714,光泽胡同,二环内,1984,2室1厅1厨1卫,顶层 ,58.3㎡,南 北,精装,一梯两户,无,70年,德胜门,820.0,140652,板楼,6
1715,天安国汇,二环内,2008,3室1厅1厨2卫,中楼层 ,134.36㎡,南,精装,六梯十四户,有,70年,西单,1420.0,105687,塔楼,17
1716,丽豪园,二环内,1999,4室2厅1厨2卫,中楼层 ,207.11㎡,南 北,简装,一梯两户,有,70年,六铺炕,2800.0,135194,板楼,6
1717,车站东街15号院,二至三环,1996,2室1厅1厨1卫,底层 ,62.77㎡,南 北,其他,一梯三户,无,70年,天宁寺,650.0,103553,板楼,6
1718,百万庄1号院,二至三环,1985,3室1厅1厨1卫,低楼层 ,70.2㎡,南 北,其他,一梯两户,无,70年,阜成门,780.0,111112,暂无数据,6
1719,南礼士路,二至三环,,2室1厅1厨1卫,顶层 ,90.69㎡,东 西,简装,一梯四户,无,70年,月坛,865.0,95380,板楼,5
1720,虎坊路小区,二环内,1983,3室1厅1厨1卫,中楼层 ,68.18㎡,南 北,简装,一梯三户,无,70年,陶然亭,760.0,111470,板楼,6
1721,钟声胡同,二环内,1984,3室1厅1厨1卫,地下室 ,62.8㎡,南 北,其他,一梯两户,无,70年,西单,533.0,84873,板楼,6
1722,三里河北街3号院,二至三环,1991,3室1厅1厨1卫,中楼层 ,91.1㎡,东南,简装,四梯八户,有,70年,月坛,1225.0,134468,塔楼,18
1723,六铺炕二区,二至三环,1983,3室1厅1厨1卫,底层 ,69㎡,南 北,毛坯,一梯两户,无,70年,六铺炕,980.0,142029,板楼,6
1724,月坛南街,二至三环,1995,2室1厅1厨1卫,低楼层 ,71.34㎡,南 北,简装,两梯十二户,有,70年,月坛,870.0,121952,塔楼,16
1725,德胜门西大街64号,二环内,1983,3室1厅1厨1卫,高楼层 ,78.4㎡,南 北,简装,一梯五户,有,70年,新街口,900.0,114796,板楼,12
1726,槐柏树街北里,二环内,1990,2室1厅1厨1卫,顶层 ,78.15㎡,南 北,简装,一梯两户,无,70年,长椿街,709.0,90723,板楼,6
1727,四合上院,二环内,2013,2室2厅1厨1卫,底层 ,120.82㎡,南 北,精装,一梯两户,有,70年,宣武门,1698.0,140540,板塔结合,14
1728,三里河北街5号院,二至三环,1991,1室1厅1厨1卫,高楼层 ,47.8㎡,西北 东北,简装,两梯十一户,有,70年,月坛,680.0,142260,塔楼,18
1729,西城晶华,二环内,2008,1室1厅1厨1卫,低楼层 ,71.54㎡,东,精装,两梯四户,有,70年,金融街,1099.0,153621,板塔结合,11
1730,白广路6号院,二环内,1999,1室1厅1厨1卫,中楼层 ,65.73㎡,东 西,其他,两梯两户,有,70年,牛街,568.0,86415,板塔结合,12
1731,育新街,二环内,1977,2室1厅1厨1卫,中楼层 ,49.24㎡,东南,精装,一梯三户,暂无数据,未知,右安门内,550.0,111698,塔楼,6
1732,月坛北小街甲7号院,二至三环,1982,3室1厅1厨1卫,顶层 ,65.6㎡,东南,其他,一梯三户,无,70年,月坛,760.0,115854,板楼,6
1733,北樱桃园17号院,二环内,2005,2室1厅1厨1卫,中楼层 ,73.58㎡,南 北,精装,一梯两户,有,70年,白纸坊,790.0,107367,板楼,14
1734,南礼士路甲62号院,二至三环,1980,2室1厅1厨1卫,底层 ,61.53㎡,南 北,其他,一梯两户,无,70年,月坛,790.0,128393,板楼,5
1735,马连道中里,二至三环,1996,1室1厅1厨1卫,底层 ,58.89㎡,西北,精装,一梯四户,无,70年,马连道,540.0,91697,板楼,5
1736,荣丰2008,二至三环,2004,1室0厅1厨1卫,低楼层 ,25.52㎡,南,简装,四梯三十九户,有,70年,广安门,365.0,143026,塔楼,20
1737,西城晶华,二环内,2008,2室1厅1厨1卫,中楼层 ,94.53㎡,东 西,其他,两梯五户,有,70年,金融街,1438.0,152122,板塔结合,11
1738,白云观,二至三环,1991,2室1厅1厨1卫,中楼层 ,80.2㎡,南,简装,一梯六户,有,70年,木樨地,1100.0,137158,板楼,11
1739,马连道路甲18号院,二至三环,1995,2室1厅1厨1卫,底层 ,62.89㎡,东,精装,一梯七户,无,70年,马连道,530.0,84275,板楼,6
1740,大六部口,二环内,1982,2室1厅1厨1卫,底层 ,50.9㎡,南 北,精装,一梯两户,无,70年,西单,860.0,168959,板楼,6
1741,灵境胡同,二环内,1987,1室1厅1厨1卫,中楼层 ,45.7㎡,南,简装,一梯三户,无,70年,西单,690.0,150985,板楼,6
1742,红莲中里,二至三环,1988,2室1厅1厨1卫,中楼层 ,63.5㎡,西北,简装,两梯九户,有,70年,马连道,560.0,88189,塔楼,16
1743,白广路6号院,二环内,1955,1室1厅1厨1卫,中楼层 ,41.88㎡,西,简装,一梯十二户,无,70年,牛街,355.0,84766,板楼,4
1744,西便门西里,二至三环,1983,2室1厅1厨1卫,顶层 ,53.97㎡,东,精装,两梯九户,有,70年,木樨地,550.0,101909,塔楼,20
1745,红莲南里,二至三环,1995,2室1厅1厨1卫,中楼层 ,60.91㎡,南 北,精装,两梯八户,有,70年,马连道,555.0,91119,塔楼,18
1746,裕中东里,三至四环,1994,2室1厅1厨1卫,中楼层 ,83.3㎡,南 西,其他,两梯八户,有,70年,马甸,1060.0,127251,塔楼,16
1747,牛街西里,二环内,2004,1室1厅1厨1卫,高楼层 ,54.98㎡,南,其他,三梯十二户,有,70年,牛街,508.0,92398,塔楼,20
1748,展览路,二至三环,1980,2室1厅1厨1卫,底层 ,49.4㎡,南 北,简装,一梯三户,无,70年,阜成门,640.0,129555,板楼,5
1749,北露园,二至三环,1993,1室1厅1厨1卫,低楼层 ,46.2㎡,北,简装,一梯六户,无,70年,阜成门,556.0,120347,板楼,6
1750,红莲北里17号院,二至三环,1999,3室1厅1厨1卫,低楼层 ,100.22㎡,东北,简装,两梯十户,有,70年,马连道,1060.0,105768,塔楼,20
1751,安德路,二至三环,1997,2室1厅1厨1卫,中楼层 ,84.1㎡,东 西,精装,两梯八户,有,70年,六铺炕,1020.0,121285,板楼,12
1752,恬心家园,二环内,2004,1室1厅1厨1卫,高楼层 ,63.99㎡,西南,简装,三梯十八户,有,70年,白纸坊,626.0,97828,板塔结合,18
1753,鸭子桥南里,二至三环,1980,3室1厅1厨1卫,顶层 ,60.2㎡,东 西 北,简装,一梯三户,无,70年,菜户营,475.0,78904,板楼,6
1754,远见名苑,二至三环,2004,1室0厅1厨1卫,中楼层 ,48.61㎡,东,简装,四梯二十户,有,70年,广安门,470.0,96688,塔楼,24
1755,莲花池东路24号院,二至三环,1999,2室1厅1厨1卫,高楼层 ,79.24㎡,西,简装,三梯十户,有,70年,广安门,690.0,87078,塔楼,24
1756,法源寺西里小区,二环内,1998,3室2厅1厨2卫,中楼层 ,124.92㎡,南 北,简装,一梯两户,无,70年,牛街,1200.0,96062,板塔结合,9
1757,月坛北街,二至三环,1989,1室0厅1厨1卫,中楼层 ,38.9㎡,南,精装,一梯八户,有,70年,月坛,590.0,151671,板塔结合,11
1758,鸭子桥北里,二至三环,1998,3室1厅1厨1卫,底层 ,99.12㎡,南 北,简装,一梯两户,无,70年,天宁寺,827.0,83435,板楼,6
1759,华裕园小区,二环内,2000,1室1厅1厨1卫,中楼层 ,56.8㎡,东 北,简装,一梯四户,无,70年,西四,845.0,148768,板楼,5
1760,马连道中里,二至三环,1995,2室1厅1厨1卫,高楼层 ,70.66㎡,西南,简装,两梯八户,有,70年,马连道,668.0,94538,塔楼,18
1761,三里河东路甲14号院,二至三环,1976,2室1厅1厨1卫,顶层 ,49.3㎡,南 北,精装,一梯三户,无,70年,月坛,550.0,111562,板楼,6
1762,大石桥胡同29号院,二环内,1981,2室1厅1厨1卫,中楼层 ,54.1㎡,南 北,简装,一梯三户,无,70年,六铺炕,860.0,158965,板楼,6
1763,汽南小区,二至三环,1988,2室1厅1厨1卫,中楼层 ,56.2㎡,东 西,简装,一梯三户,无,70年,木樨地,750.0,133452,板楼,6
1764,月坛北街25号院,二至三环,1987,2室1厅1厨1卫,高楼层 ,61.1㎡,南 西 北,精装,一梯三户,无,70年,月坛,842.0,137807,板楼,6
